No.,"Fine
Aggregate","Coarse
Aggregate",Fly ash,Cement,Slag,Water,Superplasticizer,Age,"Compressive 
Strength"
,kg/m3,kg/m3,kg/m3,kg/m3,kg/m3,kg/m3,kg/m3,days,mpa
511,561,1191,0,474,0,180,4.74,7,51.5
512,561,1191,0,474,0,180,4.74,28,64.5
513,561,1191,0,356,47.4,180,4.745,3,36.1
514,561,1191,0,356,47.4,180,4.745,7,52.6
515,561,1191,0,356,47.4,180,4.745,28,77.7
516,561,1191,0,356,71.1,180,4.745,3,34.8
517,561,1191,0,356,71.1,180,4.745,7,50.5
518,561,1191,0,356,71.1,180,4.745,28,75.1
519,561,1191,0,356,94.8,180,4.745,3,24.5
520,561,1191,0,356,94.8,180,4.745,7,48.2
521,561,1191,0,356,94.8,180,4.745,28,68.7
522,740,1185,0,355,0,145.5,5.11,3,46
523,740,1185,0,355,0,145.5,5.11,7,57
524,740,1185,0,355,0,145.5,5.11,28,69
525,740,1185,0,355,0,145.5,5.11,56,77
526,740,1185,0,355,0,145.5,5.11,91,78
527,740,1185,0,355,0,145.5,5.11,180,78
528,661,1185,132,308,0,141,4.77,3,45
529,661,1185,132,308,0,141,4.77,7,58
530,661,1185,132,308,0,141,4.77,28,73
531,661,1185,132,308,0,141,4.77,56,90
532,661,1185,132,308,0,141,4.77,91,92
533,661,1185,132,308,0,141,4.77,180,93
534,665,1185,176,264,0,136.5,4.75,3,41
535,665,1185,176,264,0,136.5,4.75,7,50
536,665,1185,176,264,0,136.5,4.75,28,67
537,665,1185,176,264,0,136.5,4.75,56,88
538,665,1185,176,264,0,136.5,4.75,91,89
539,665,1185,176,264,0,136.5,4.75,180,89
540,594,1185,0,517,0,150,6.77,3,68
541,594,1185,0,517,0,150,6.77,7,70
542,594,1185,0,517,0,150,6.77,28,85
543,594,1185,0,517,0,150,6.77,56,95
544,594,1185,0,517,0,150,6.77,91,101
545,594,1185,0,517,0,150,6.77,180,101
546,570,1185,155,362,0,150,4.8,3,43
547,570,1185,155,362,0,150,4.8,7,58
548,570,1185,155,362,0,150,4.8,28,73
549,570,1185,155,362,0,150,4.8,56,91
550,570,1185,155,362,0,150,4.8,91,95
551,570,1185,155,362,0,150,4.8,180,97
552,561,1185,207,311,0,150,4.24,3,40
553,561,1185,207,311,0,150,4.24,7,50
554,561,1185,207,311,0,150,4.24,28,68
555,561,1185,207,311,0,150,4.24,56,86
556,561,1185,207,311,0,150,4.24,91,87
557,561,1185,207,311,0,150,4.24,180,88
558,834,850,0,500,0,175,0.41,28,35
559,806,822,150,350,0,175,0.24,28,31.5
560,788,803,250,250,0,175,0.15,28,28.5
561,770,785,350,150,0,175,0.09,28,25
562,828,844,0,350,150,175,0.48,28,34.5
563,824,840,0,250,250,175,0.59,28,33
564,820,836,0,150,350,175,0.63,28,31
565,977,870,0,400,0,160,6.8,28,50.6
566,977,870,0,400,0,160,6.8,90,57.9
567,959,854,0,200,200,160,6.8,28,41.9
568,959,854,0,200,200,160,6.8,90,54.6
569,955,850,0,160,240,160,6.8,28,38.3
570,955,850,0,160,240,160,6.8,90,51.8
571,951,846,0,120,280,160,6.8,28,30.9
572,951,846,0,120,280,160,6.8,90,43.5
573,532,915,141,563,0,176,0,3,41.25
574,532,915,141,563,0,176,0,7,46
575,532,915,141,563,0,176,0,28,60
576,532,915,141,563,0,176,0,56,63.75
577,532,915,141,563,0,176,0,91,70
578,530,911,141,528,0,176,0,3,37.5
579,530,911,141,528,0,176,0,7,47
580,530,911,141,528,0,176,0,28,63
581,530,911,141,528,0,176,0,56,67.5
582,530,911,141,528,0,176,0,91,75
583,528,908,141,493,0,176,0,3,38
584,528,908,141,493,0,176,0,7,52
585,528,908,141,493,0,176,0,28,76.5
586,528,908,141,493,0,176,0,56,77.5
587,528,908,141,493,0,176,0,91,78.75
588,523,904,141,458,0,176,0,3,37.5
589,523,904,141,458,0,176,0,7,52.5
590,523,904,141,458,0,176,0,28,72
591,523,904,141,458,0,176,0,56,74.5
592,523,904,141,458,0,176,0,91,12
593,524,900,141,422,0,176,0,3,36
594,524,900,141,422,0,176,0,7,54
595,524,900,141,422,0,176,0,28,67.5
596,524,900,141,422,0,176,0,56,72
597,524,900,141,422,0,176,0,91,73
